ID,R1_association,R1_edge_weight,R1_concreteness,R2_association,R2_edge_weight,R2_concreteness,R3_association,R3_edge_weight,R3_concreteness,R4_association,R4_edge_weight,R4_concreteness,cue,cue_weight,associations,num_distractors,num_associations,associations_mean_weight,distractors,labels,candidates,candidates_connectivity_score,candidates_connectivity_data,alternative_associations_candidates,cue_associations_str,cue_associations_lst,candidates_connectivity_score_weight,origin_candidates_number,solvers_mean_jaccard
536,fire,29,4.68,hot,15.0,4.31,,,,,,,infernal,60,"[""fire"", ""hot""]",3,2,22.0,"[""ferris wheel"", ""band"", ""microscope""]","[2, 3]","[""band"", ""ferris wheel"", ""fire"", ""hot"", ""microscope""]",1,"[{'alternative_cue': 'heat', 'alternative_cue_novel_associations': ['hot', 'fire'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'blaze', 'alternative_cue_novel_associations': ['hot', 'fire'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'burn', 'alternative_cue_novel_associations': ['hot', 'fire'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'burner', 'alternative_cue_novel_associations': ['hot', 'fire'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'volcano', 'alternative_cue_novel_associations': ['hot', 'fire'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'furnace', 'alternative_cue_novel_associations': ['hot', 'fire'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'warmth', 'alternative_cue_novel_associations': ['hot', 'fire'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'burned', 'alternative_cue_novel_associations': ['hot', 'fire'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'stove', 'alternative_cue_novel_associations': ['hot', 'fire'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'welding', 'alternative_cue_novel_associations': ['hot', 'fire'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'burning', 'alternative_cue_novel_associations': ['hot', 'fire'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'kiln', 'alternative_cue_novel_associations': ['hot', 'fire'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'inferno', 'alternative_cue_novel_associations': ['hot', 'fire'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'heating', 'alternative_cue_novel_associations': ['hot', 'fire'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'flames', 'alternative_cue_novel_associations': ['hot', 'fire'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'flame', 'alternative_cue_novel_associations': ['hot', 'fire'], 'num_alternative_cue_novel_associations': 2}]","[['hot', 'fire']]","['fire', 'hot', 'infernal']","['infernal', 'fire', 'hot']",4,5,1.0
538,tornado,50,4.53,hurricane,24.0,4.59,,,,,,,cyclone,113,"[""tornado"", ""hurricane""]",3,2,37.0,"[""makeup"", ""vaccine"", ""photo""]","[0, 3]","[""tornado"", ""makeup"", ""vaccine"", ""hurricane"", ""photo""]",1,"[{'alternative_cue': 'typhoon', 'alternative_cue_novel_associations': ['hurricane', 'tornado'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'twister', 'alternative_cue_novel_associations': ['hurricane', 'tornado'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'disaster', 'alternative_cue_novel_associations': ['hurricane', 'tornado'], 'num_alternative_cue_novel_associations': 2}]","[['hurricane', 'tornado']]","['cyclone', 'hurricane', 'tornado']","['cyclone', 'tornado', 'hurricane']",4,5,1.0
541,bird,61,5.0,crow,34.0,4.93,,,,,,,raven,167,"[""bird"", ""crow""]",3,2,47.5,"[""backpack"", ""gum"", ""manure""]","[3, 2]","[""manure"", ""backpack"", ""crow"", ""bird"", ""gum""]",1,"[{'alternative_cue': 'carrion', 'alternative_cue_novel_associations': ['bird', 'crow'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'rook', 'alternative_cue_novel_associations': ['bird', 'crow'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'blackbird', 'alternative_cue_novel_associations': ['bird', 'crow'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'magpie', 'alternative_cue_novel_associations': ['bird', 'crow'], 'num_alternative_cue_novel_associations': 2}]","[['bird', 'crow']]","['bird', 'crow', 'raven']","['raven', 'bird', 'crow']",4,5,1.0
542,priest,28,4.77,church,28.0,4.9,,,,,,,confession,71,"[""priest"", ""church""]",3,2,28.0,"[""rye"", ""oak"", ""orchestra""]","[0, 1]","[""priest"", ""church"", ""rye"", ""oak"", ""orchestra""]",1,"[{'alternative_cue': 'minister', 'alternative_cue_novel_associations': ['church', 'priest'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'nun', 'alternative_cue_novel_associations': ['church', 'priest'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'altar', 'alternative_cue_novel_associations': ['church', 'priest'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'vicar', 'alternative_cue_novel_associations': ['church', 'priest'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'blessing', 'alternative_cue_novel_associations': ['church', 'priest'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'parish', 'alternative_cue_novel_associations': ['church', 'priest'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'clerical', 'alternative_cue_novel_associations': ['church', 'priest'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'cleric', 'alternative_cue_novel_associations': ['church', 'priest'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'bishop', 'alternative_cue_novel_associations': ['church', 'priest'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'pastor', 'alternative_cue_novel_associations': ['church', 'priest'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'catholicism', 'alternative_cue_novel_associations': ['church', 'priest'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'bless', 'alternative_cue_novel_associations': ['church', 'priest'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'reverend', 'alternative_cue_novel_associations': ['church', 'priest'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'friar', 'alternative_cue_novel_associations': ['church', 'priest'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'sermon', 'alternative_cue_novel_associations': ['church', 'priest'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'clergy', 'alternative_cue_novel_associations': ['church', 'priest'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'catholic', 'alternative_cue_novel_associations': ['church', 'priest'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'preacher', 'alternative_cue_novel_associations': ['church', 'priest'], 'num_alternative_cue_novel_associations': 2}]","[['church', 'priest']]","['church', 'confession', 'priest']","['confession', 'priest', 'church']",4,5,1.0
543,water,72,5.0,drink,50.0,4.76,,,,,,,thirsty,149,"[""water"", ""drink""]",3,2,61.0,"[""deodorant"", ""path"", ""letter""]","[3, 4]","[""path"", ""deodorant"", ""letter"", ""water"", ""drink""]",1,"[{'alternative_cue': 'glass', 'alternative_cue_novel_associations': ['drink', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'aqua', 'alternative_cue_novel_associations': ['drink', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'soda', 'alternative_cue_novel_associations': ['drink', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'quench', 'alternative_cue_novel_associations': ['drink', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'canteen', 'alternative_cue_novel_associations': ['drink', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'liquid', 'alternative_cue_novel_associations': ['drink', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'hydrate', 'alternative_cue_novel_associations': ['drink', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'refreshing', 'alternative_cue_novel_associations': ['drink', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'refreshment', 'alternative_cue_novel_associations': ['drink', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'sip', 'alternative_cue_novel_associations': ['drink', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'thirst', 'alternative_cue_novel_associations': ['drink', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'refresh', 'alternative_cue_novel_associations': ['drink', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'pour', 'alternative_cue_novel_associations': ['drink', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'cups', 'alternative_cue_novel_associations': ['drink', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'beverage', 'alternative_cue_novel_associations': ['drink', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'gulp', 'alternative_cue_novel_associations': ['drink', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'tonic', 'alternative_cue_novel_associations': ['drink', 'water'], 'num_alternative_cue_novel_associations': 2}]","[['drink', 'water']]","['drink', 'thirsty', 'water']","['thirsty', 'water', 'drink']",4,5,1.0
544,fire,20,4.68,water,15.0,5.0,,,,,,,element,62,"[""fire"", ""water""]",3,2,17.5,"[""buffalo"", ""cheese"", ""kneel""]","[0, 2]","[""fire"", ""buffalo"", ""water"", ""kneel"", ""cheese""]",3,"[{'alternative_cue': 'hose', 'alternative_cue_novel_associations': ['fire', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'sprinkler', 'alternative_cue_novel_associations': ['fire', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'mozzarella', 'alternative_cue_novel_associations': ['buffalo', 'cheese'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'melt', 'alternative_cue_novel_associations': ['cheese', 'water'], 'num_alternative_cue_novel_associations': 2}]","[['fire', 'water'], ['buffalo', 'cheese'], ['cheese', 'water']]","['element', 'fire', 'water']","['element', 'fire', 'water']",16,5,1.0
545,eyes,12,4.85,water,11.0,5.0,,,,,,,tears,99,"[""eyes"", ""water""]",3,2,11.5,"[""road"", ""blueprint"", ""chrome""]","[1, 4]","[""blueprint"", ""eyes"", ""chrome"", ""road"", ""water""]",2,"[{'alternative_cue': 'watery', 'alternative_cue_novel_associations': ['eyes', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'bridge', 'alternative_cue_novel_associations': ['road', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'dip', 'alternative_cue_novel_associations': ['road', 'water'], 'num_alternative_cue_novel_associations': 2}]","[['road', 'water'], ['eyes', 'water']]","['eyes', 'tears', 'water']","['tears', 'eyes', 'water']",9,5,1.0
547,mirror,63,4.97,water,14.0,5.0,,,,,,,reflect,110,"[""mirror"", ""water""]",3,2,38.5,"[""flood"", ""propeller"", ""author""]","[0, 1]","[""mirror"", ""water"", ""propeller"", ""flood"", ""author""]",3,"[{'alternative_cue': 'glass', 'alternative_cue_novel_associations': ['mirror', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'deluge', 'alternative_cue_novel_associations': ['flood', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'reflective', 'alternative_cue_novel_associations': ['mirror', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'reflection', 'alternative_cue_novel_associations': ['mirror', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'propel', 'alternative_cue_novel_associations': ['propeller', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'overflow', 'alternative_cue_novel_associations': ['flood', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'tsunami', 'alternative_cue_novel_associations': ['flood', 'water'], 'num_alternative_cue_novel_associations': 2}]","[['flood', 'water'], ['propeller', 'water'], ['mirror', 'water']]","['mirror', 'reflect', 'water']","['reflect', 'mirror', 'water']",16,5,1.0
548,lion,20,4.96,yellow,13.0,4.3,,,,,,,cowardly,59,"[""lion"", ""yellow""]",3,2,16.5,"[""toothpaste"", ""picture"", ""senator""]","[0, 2]","[""lion"", ""senator"", ""yellow"", ""toothpaste"", ""picture""]",1,"[{'alternative_cue': 'coward', 'alternative_cue_novel_associations': ['yellow', 'lion'], 'num_alternative_cue_novel_associations': 2}]","[['yellow', 'lion']]","['cowardly', 'lion', 'yellow']","['cowardly', 'lion', 'yellow']",4,5,1.0
549,shirt,56,4.94,coat,13.0,4.97,,,,,,,sleeve,112,"[""shirt"", ""coat""]",3,2,34.5,"[""company"", ""wood"", ""limo""]","[2, 4]","[""company"", ""limo"", ""shirt"", ""wood"", ""coat""]",0,[],[],"['coat', 'shirt', 'sleeve']","['sleeve', 'shirt', 'coat']",1,5,1.0
550,clothes,17,4.76,hair,14.0,4.97,,,,,,,style,82,"[""clothes"", ""hair""]",3,2,15.5,"[""you"", ""ipod"", ""eyebrow""]","[3, 4]","[""eyebrow"", ""ipod"", ""you"", ""clothes"", ""hair""]",2,"[{'alternative_cue': 'stylist', 'alternative_cue_novel_associations': ['clothes', 'hair'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'eyelash', 'alternative_cue_novel_associations': ['eyebrow', 'hair'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'dryer', 'alternative_cue_novel_associations': ['clothes', 'hair'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'brow', 'alternative_cue_novel_associations': ['eyebrow', 'hair'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'tweezers', 'alternative_cue_novel_associations': ['eyebrow', 'hair'], 'num_alternative_cue_novel_associations': 2}]","[['clothes', 'hair'], ['eyebrow', 'hair']]","['clothes', 'hair', 'style']","['style', 'clothes', 'hair']",9,5,0.7777777777777777
551,monastery,22,4.75,bald,11.0,4.69,,,,,,,monks,49,"[""monastery"", ""bald""]",3,2,16.5,"[""bullseye"", ""castle"", ""earth""]","[3, 2]","[""bullseye"", ""castle"", ""bald"", ""monastery"", ""earth""]",0,[],[],"['bald', 'monastery', 'monks']","['monks', 'monastery', 'bald']",1,5,1.0
552,food,30,4.8,taste,15.0,4.07,,,,,,,flavorful,118,"[""food"", ""taste""]",3,2,22.5,"[""varnish"", ""painting"", ""fur""]","[3, 2]","[""painting"", ""varnish"", ""taste"", ""food"", ""fur""]",1,"[{'alternative_cue': 'flavor', 'alternative_cue_novel_associations': ['taste', 'food'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'savor', 'alternative_cue_novel_associations': ['taste', 'food'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'flavoring', 'alternative_cue_novel_associations': ['taste', 'food'], 'num_alternative_cue_novel_associations': 2}]","[['taste', 'food']]","['flavorful', 'food', 'taste']","['flavorful', 'food', 'taste']",4,5,1.0
553,naked,46,4.5,skin,16.0,4.79,,,,,,,nudity,80,"[""naked"", ""skin""]",3,2,31.0,"[""puzzle"", ""yak"", ""mammal""]","[1, 2]","[""mammal"", ""naked"", ""skin"", ""yak"", ""puzzle""]",1,"[{'alternative_cue': 'bare', 'alternative_cue_novel_associations': ['skin', 'naked'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'nude', 'alternative_cue_novel_associations': ['skin', 'naked'], 'num_alternative_cue_novel_associations': 2}]","[['skin', 'naked']]","['naked', 'nudity', 'skin']","['nudity', 'naked', 'skin']",4,5,1.0
556,orange,87,4.66,fruit,36.0,4.81,,,,,,,tangerine,139,"[""orange"", ""fruit""]",3,2,61.5,"[""greens"", ""snout"", ""penny""]","[0, 3]","[""orange"", ""snout"", ""greens"", ""fruit"", ""penny""]",1,"[{'alternative_cue': 'citrus', 'alternative_cue_novel_associations': ['fruit', 'orange'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'juicer', 'alternative_cue_novel_associations': ['fruit', 'orange'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'clementine', 'alternative_cue_novel_associations': ['fruit', 'orange'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'nectarine', 'alternative_cue_novel_associations': ['fruit', 'orange'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'peel', 'alternative_cue_novel_associations': ['fruit', 'orange'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'mandarin', 'alternative_cue_novel_associations': ['fruit', 'orange'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'apricot', 'alternative_cue_novel_associations': ['fruit', 'orange'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'apple', 'alternative_cue_novel_associations': ['fruit', 'orange'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'orange juice', 'alternative_cue_novel_associations': ['fruit', 'orange'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'pulp', 'alternative_cue_novel_associations': ['fruit', 'orange'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'oranges', 'alternative_cue_novel_associations': ['fruit', 'orange'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'juicy', 'alternative_cue_novel_associations': ['fruit', 'orange'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'cantaloupe', 'alternative_cue_novel_associations': ['fruit', 'orange'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'mango', 'alternative_cue_novel_associations': ['fruit', 'orange'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'grapefruit', 'alternative_cue_novel_associations': ['fruit', 'orange'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'juice', 'alternative_cue_novel_associations': ['fruit', 'orange'], 'num_alternative_cue_novel_associations': 2}]","[['fruit', 'orange']]","['fruit', 'orange', 'tangerine']","['tangerine', 'orange', 'fruit']",4,5,1.0
558,pea,13,4.9,bullet,10.0,4.83,,,,,,,shooter,78,"[""pea"", ""bullet""]",3,2,11.5,"[""pottery"", ""square"", ""restaurant""]","[2, 3]","[""pottery"", ""restaurant"", ""pea"", ""bullet"", ""square""]",0,[],[],"['bullet', 'pea', 'shooter']","['shooter', 'pea', 'bullet']",1,5,1.0
559,baby,17,5.0,woman,13.0,4.46,,,,,,,infertile,60,"[""baby"", ""woman""]",3,2,15.0,"[""puzzle"", ""rainbow"", ""canal""]","[0, 3]","[""baby"", ""puzzle"", ""rainbow"", ""woman"", ""canal""]",1,"[{'alternative_cue': 'pregnancy', 'alternative_cue_novel_associations': ['baby', 'woman'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'pregnant', 'alternative_cue_novel_associations': ['baby', 'woman'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'chick', 'alternative_cue_novel_associations': ['baby', 'woman'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'uterus', 'alternative_cue_novel_associations': ['baby', 'woman'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'fertile', 'alternative_cue_novel_associations': ['baby', 'woman'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'womb', 'alternative_cue_novel_associations': ['baby', 'woman'], 'num_alternative_cue_novel_associations': 2}]","[['baby', 'woman']]","['baby', 'infertile', 'woman']","['infertile', 'baby', 'woman']",4,5,1.0
560,sign,41,4.62,red,18.0,4.24,,,,,,,stop,123,"[""sign"", ""red""]",3,2,29.5,"[""editor"", ""rope"", ""art""]","[1, 4]","[""editor"", ""sign"", ""art"", ""rope"", ""red""]",1,"[{'alternative_cue': 'warning', 'alternative_cue_novel_associations': ['sign', 'red'], 'num_alternative_cue_novel_associations': 2}]","[['sign', 'red']]","['red', 'sign', 'stop']","['stop', 'sign', 'red']",4,5,1.0
