"Worker ID","Link to Individual Worker Page","Number of HITs approved or rejected - Lifetime","Number of HITs approved - Lifetime","Your Lifetime approval rate","Number of HITs approved or rejected - Last 30 days","Number of HITs approved - Last 30 days","Your Last 30 days approval rate","Number of HITs approved or rejected - Last 7 days","Number of HITs approved - Last 7 days","Your Last 7 days approval rate","CURRENT-vasr_annotator","UPDATE-vasr_annotator","CURRENT-passed_gvlab_solve_qualification","UPDATE-passed_gvlab_solve_qualification","CURRENT-passed_gvlab_create_qualification","UPDATE-passed_gvlab_create_qualification","CURRENT-inadequate","UPDATE-inadequate","CURRENT-gvlab_annotator","UPDATE-gvlab_annotator","CURRENT-analogies_qualification","UPDATE-analogies_qualification","CURRENT-Question aswering qualification","UPDATE-Question aswering qualification","CURRENT-QA - real world data","UPDATE-QA - real world data","CURRENT-Low Analogy Performance","UPDATE-Low Analogy Performance","CURRENT-Experiment RA01 Qualification Test Score","UPDATE-Experiment RA01 Qualification Test Score","CURRENT-Experiment CE01 Qualification Test Score","UPDATE-Experiment CE01 Qualification Test Score","CURRENT-Annotated VASR 1st batch","UPDATE-Annotated VASR 1st batch","CURRENT BlockStatus","UPDATE BlockStatus","BlockReason"
"A1CPJ9Q4UQ0FZ3","https://requester.mturk.com/workers/A1CPJ9Q4UQ0FZ3","155","155","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","100","","","","","","","","","","","","1","","Never Blocked","",""
"A1CUDBHABW56JO","https://requester.mturk.com/workers/A1CUDBHABW56JO","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1CVNROXL6NSA5","https://requester.mturk.com/workers/A1CVNROXL6NSA5","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1D69DRHCPZIN3","https://requester.mturk.com/workers/A1D69DRHCPZIN3","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","90","","","","","","","","","","","","","","Never Blocked","",""
"A1D6NUQKCJJ0T9","https://requester.mturk.com/workers/A1D6NUQKCJJ0T9","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1D8M39V990VN6","https://requester.mturk.com/workers/A1D8M39V990VN6","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1D9U1T1AT7VRD","https://requester.mturk.com/workers/A1D9U1T1AT7VRD","6","6","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1DKWZQE9XEMKC","https://requester.mturk.com/workers/A1DKWZQE9XEMKC","163","163","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","90","","","","","","","","","","","","","","Never Blocked","",""
"A1DMXEJGJY02E1","https://requester.mturk.com/workers/A1DMXEJGJY02E1","30","30","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","100","","100","","","","","","","","6","","9","","1","","Never Blocked","",""
"A1DRCYCS1YAPTR","https://requester.mturk.com/workers/A1DRCYCS1YAPTR","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1E235KE3CSO7H","https://requester.mturk.com/workers/A1E235KE3CSO7H","14","14","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","90","","","","","","","","4","","7","","1","","Never Blocked","",""
"A1E3136XMOCQ1W","https://requester.mturk.com/workers/A1E3136XMOCQ1W","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1E77HZO63E334","https://requester.mturk.com/workers/A1E77HZO63E334","5","5","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","80","","","","","","1","","","","","","1","","Never Blocked","",""
"A1EDN55K4IF2GD","https://requester.mturk.com/workers/A1EDN55K4IF2GD","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1EIBL2B06W1D7","https://requester.mturk.com/workers/A1EIBL2B06W1D7","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1EK8YNHZHTW1J","https://requester.mturk.com/workers/A1EK8YNHZHTW1J","12","11","91.67%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1EO36IABQQXDU","https://requester.mturk.com/workers/A1EO36IABQQXDU","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1ESCPVSM3GQ95","https://requester.mturk.com/workers/A1ESCPVSM3GQ95","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1EYLA71ICOUG6","https://requester.mturk.com/workers/A1EYLA71ICOUG6","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1F1BIPJR11LSR","https://requester.mturk.com/workers/A1F1BIPJR11LSR","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","100","","","","","","","","","","","","1","","Never Blocked","",""
"A1F3TPPUZIFFQM","https://requester.mturk.com/workers/A1F3TPPUZIFFQM","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1F6MWP9A0XLJQ","https://requester.mturk.com/workers/A1F6MWP9A0XLJQ","10","10","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","100","","","","","","","","","","","","1","","Never Blocked","",""
"A1FA3QRISJ1RIP","https://requester.mturk.com/workers/A1FA3QRISJ1RIP","231","231","100.00%","2","2","100.00%","0","0","0.00%","","","83","","","","","","","","100","","","","1","","","","","","","","1","","Never Blocked","",""
"A1FEZNF9DRBQG","https://requester.mturk.com/workers/A1FEZNF9DRBQG","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1FJNLPUZRIY6X","https://requester.mturk.com/workers/A1FJNLPUZRIY6X","49","49","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1FTL3HF58XVV7","https://requester.mturk.com/workers/A1FTL3HF58XVV7","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1G30B0TDPJ22W","https://requester.mturk.com/workers/A1G30B0TDPJ22W","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1G3BVCKXMEUPU","https://requester.mturk.com/workers/A1G3BVCKXMEUPU","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1GI15FA658AYG","https://requester.mturk.com/workers/A1GI15FA658AYG","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1GPE53YTS8IB7","https://requester.mturk.com/workers/A1GPE53YTS8IB7","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1H3SXTSVHRUP7","https://requester.mturk.com/workers/A1H3SXTSVHRUP7","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1H5Q9HRH4RPZU","https://requester.mturk.com/workers/A1H5Q9HRH4RPZU","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1H6PVWRCYN0E4","https://requester.mturk.com/workers/A1H6PVWRCYN0E4","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1H6ZOBNI8O4DX","https://requester.mturk.com/workers/A1H6ZOBNI8O4DX","27","27","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1H8AABW86LBCO","https://requester.mturk.com/workers/A1H8AABW86LBCO","24","20","83.33%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1HCOJLTLOKAV4","https://requester.mturk.com/workers/A1HCOJLTLOKAV4","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1HEUX7S8HBZWT","https://requester.mturk.com/workers/A1HEUX7S8HBZWT","41","41","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1HKYY6XI2OHO1","https://requester.mturk.com/workers/A1HKYY6XI2OHO1","6","6","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","90","","","","","","","","","","","","","","Never Blocked","",""
"A1HNIWB0V84UN8","https://requester.mturk.com/workers/A1HNIWB0V84UN8","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1HOBE19VQET60","https://requester.mturk.com/workers/A1HOBE19VQET60","17","17","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1HSIZDCB5ERWT","https://requester.mturk.com/workers/A1HSIZDCB5ERWT","15","15","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1I0DV4B4MFQCL","https://requester.mturk.com/workers/A1I0DV4B4MFQCL","15","15","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","90","","","","","","","","","","","","1","","Never Blocked","",""
"A1I0LYDWQ5B7Z5","https://requester.mturk.com/workers/A1I0LYDWQ5B7Z5","63","63","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1IA2JF9P0CRUD","https://requester.mturk.com/workers/A1IA2JF9P0CRUD","194","194","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","100","","","","","","1","","","","","","1","","Never Blocked","",""
"A1IIDR9HLUB1MR","https://requester.mturk.com/workers/A1IIDR9HLUB1MR","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1IMICF9ISISZN","https://requester.mturk.com/workers/A1IMICF9ISISZN","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1IO8DN5HTAFIM","https://requester.mturk.com/workers/A1IO8DN5HTAFIM","6","6","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1IXVPKQT4DXTG","https://requester.mturk.com/workers/A1IXVPKQT4DXTG","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1J0GU26323WVA","https://requester.mturk.com/workers/A1J0GU26323WVA","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1J4SLXI1A1PF","https://requester.mturk.com/workers/A1J4SLXI1A1PF","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1J7UXB0IHJM92","https://requester.mturk.com/workers/A1J7UXB0IHJM92","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1JG342PWI2PTC","https://requester.mturk.com/workers/A1JG342PWI2PTC","2013","2013","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","100","","","","","","","","","","","","1","","Never Blocked","",""
"A1JN13098RIE78","https://requester.mturk.com/workers/A1JN13098RIE78","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1JTIHM006U9WM","https://requester.mturk.com/workers/A1JTIHM006U9WM","6","6","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","90","","","","1","","","","5","","9","","1","","Never Blocked","",""
"A1JVZ2MVPSFZA","https://requester.mturk.com/workers/A1JVZ2MVPSFZA","8","8","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1K581IY10MNC0","https://requester.mturk.com/workers/A1K581IY10MNC0","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1K8VUKRL53OX","https://requester.mturk.com/workers/A1K8VUKRL53OX","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","40","","","","","","","","","","","","","","Never Blocked","",""
"A1KEA2Z47S3UPI","https://requester.mturk.com/workers/A1KEA2Z47S3UPI","8","8","100.00%","3","3","100.00%","0","0","0.00%","","","","","","","","","","","","","","","1","","","","","","","","","","Never Blocked","",""
"A1KHJ8MO94KGI6","https://requester.mturk.com/workers/A1KHJ8MO94KGI6","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1KNLYL79EQ5R6","https://requester.mturk.com/workers/A1KNLYL79EQ5R6","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1KRB16M3S6P6A","https://requester.mturk.com/workers/A1KRB16M3S6P6A","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1KTV1DO4K443L","https://requester.mturk.com/workers/A1KTV1DO4K443L","18","18","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","100","","100","","","","","","","","","","","","1","","Never Blocked","",""
"A1L6D082DPMF3N","https://requester.mturk.com/workers/A1L6D082DPMF3N","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1LA71INO16FVS","https://requester.mturk.com/workers/A1LA71INO16FVS","1","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1LNNI0VVYVNOW","https://requester.mturk.com/workers/A1LNNI0VVYVNOW","45","45","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1M4UL0IAHVCTL","https://requester.mturk.com/workers/A1M4UL0IAHVCTL","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1M5OZVJCY4ZGB","https://requester.mturk.com/workers/A1M5OZVJCY4ZGB","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1M8X4XC7AR7UN","https://requester.mturk.com/workers/A1M8X4XC7AR7UN","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1MD0TXVV72Y38","https://requester.mturk.com/workers/A1MD0TXVV72Y38","206","206","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","100","","","","","","1","","","","","","1","","Unblocked","",""
"A1MHQSP1POQNXX","https://requester.mturk.com/workers/A1MHQSP1POQNXX","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1MPOV8J9LMEDO","https://requester.mturk.com/workers/A1MPOV8J9LMEDO","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1MUDJIK7VV15W","https://requester.mturk.com/workers/A1MUDJIK7VV15W","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1MUN8LUN7UUO9","https://requester.mturk.com/workers/A1MUN8LUN7UUO9","15","15","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1N3KH4UAF3PM","https://requester.mturk.com/workers/A1N3KH4UAF3PM","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1NDO0QLM2J7VA","https://requester.mturk.com/workers/A1NDO0QLM2J7VA","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1NITBXDX8TN7T","https://requester.mturk.com/workers/A1NITBXDX8TN7T","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1NKBIJQGT0712","https://requester.mturk.com/workers/A1NKBIJQGT0712","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","5","","10","","","","Never Blocked","",""
"A1NPH1NMPOZGC6","https://requester.mturk.com/workers/A1NPH1NMPOZGC6","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1NQFM5JM1PXBP","https://requester.mturk.com/workers/A1NQFM5JM1PXBP","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
